GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
0.43,1.95,18,1,1,0,1,3,1,0,complete,1,1,1,0,0,77.8,1,38.5,1,2,rarely,0,1,1,1,1,complete,English,0,5,1,1,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.33,1.47,18,1,1,1,2,1.75,1,1,complete,1,1,1,0,0,76.3,0,58,1,2,occasion,0,0,0,1,0,graduate,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.53,1.57,18,0,1,1,2,2.5,0,0,did not,0,1,1,0,0,83.8,1,54,0,3,usually,0,0,3.5,1,0,graduate,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.45,0.95,18,0,1,1,3,1,1,1,complete,1,1,1,0,0,73,0,55,1,1,rarely,0,1,0,1,0,attended,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
,,18,0,1,0,0,0,1,0,complete,0,0,1,0,0,83,0,16,1,3,occasion,0,0,1,1,0,graduate,Other,0,3,0,1,M,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2.01,2.14,18,0,1,1,3,3,1,1,complete,0,0,1,0,1,78.3,1,59,0,2,occasion,0,0,3,1,0,complete,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
,,18,0,1,1,,,0,0,don t kn,1,1,1,,,72.3,0,,1,1,never,1,0,0,1,0,complete,English,1,4,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.85,2.81,18,0,1,0,3.5,3,1,1,complete,1,0,1,1,1,71.3,0,81,0,1,usually,0,0,0,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1,1.65,18,1,1,0,2,3,1,1,complete,0,1,1,0,0,74.3,1,64,1,1,usually,0,0,0,1,0,complete,Other,0,6,1,0,F,0,0,1,1,1,1,1,0,0,4,0,0,0,1
2.4,2.33,18,0,1,0,2.5,4,1,1,complete,0,1,1,1,1,73.8,0,72,1,1,rarely,0,1,3,1,0,complete,Other,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.76,2.1,19,0,1,1,2.5,2.5,1,1,complete,1,0,1,1,1,82.5,0,85,1,3,rarely,0,1,1,1,0,graduate,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.16,3.61,18,0,1,0,3,3.25,0,0,did not,1,0,1,1,1,81,0,78.5,1,3,never,1,0,0,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.23,0.91,18,1,1,0,2,2,1,0,complete,1,0,1,0,0,75.2,0,65,1,1,occasion,0,0,0,1,0,complete,English,0,6,0,1,M,1,0,1,0,0,0,0,0,0,3,0,0,0,1
2.97,2.51,18,0,1,1,2.5,4.5,1,1,complete,1,1,1,1,1,77.3,0,,1,2,rarely,0,1,1,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.19,1.24,18,0,1,1,3.5,2.5,0,0,don t kn,1,1,1,1,1,86,1,72,1,3,occasion,0,0,1,1,0,attended,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.44,,18,0,1,1,2.5,0,1,1,complete,0,0,1,0,0,72.2,0,68,1,1,occasion,0,0,0,0,0,don t kn,Other,0,6,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.28,1.46,18,0,1,1,1.5,2,1,0,complete,1,0,1,0,0,75.4,1,66,1,1,often,0,0,0,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.45,2.84,18,0,1,1,3,3,1,1,complete,0,0,1,1,1,76.8,1,69,1,2,occasion,0,0,0,1,0,graduate,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.22,2.76,18,0,1,0,3,3.25,1,1,complete,1,1,1,1,1,73.8,1,72,0,1,occasion,0,0,0,1,0,attende,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4.5,0,0,0,1
1,1.66,18,0,1,1,1.5,2.5,1,0,complete,1,1,1,0,0,79.8,1,,1,2,rarely,0,1,0,0,0,don t kn,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.54,2.83,18,1,1,1,2.5,3,1,0,graduate,1,1,1,1,1,86.8,1,85,1,3,rarely,0,1,1,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.71,1.98,19,0,1,1,2.5,4.5,1,1,complete,0,1,1,1,1,81.2,0,63,1,3,often,0,0,4,1,0,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.23,3.52,18,1,1,0,3.5,3.5,1,1,complete,1,1,1,1,1,81.3,0,69,1,3,rarely,0,1,2,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.71,2.38,18,0,1,1,3,4,1,0,complete,0,1,1,1,1,81.3,0,63,0,3,rarely,0,1,0,1,0,graduate,French,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.16,1.23,18,0,1,0,1.5,2.5,0,0,did not,1,1,1,0,0,81,0,66,1,3,often,0,0,0,1,1,complete,English,0,5,0,1,F,1,1,1,1,0,0,1,0,0,3,0,0,0,1
1.9,1.84,18,0,1,0,2.5,4,1,0,attended,1,0,1,1,1,79.7,0,74.5,1,2,often,0,0,0,1,0,graduate,English,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.66,0.75,19,0,1,1,2.5,0.25,1,0,complete,1,0,0,1,0,76.3,0,65,1,2,rarely,0,1,0.5,1,0,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
,,19,1,1,1,1,0,1,1,complete,1,0,1,0,0,80,0,,1,2,occasion,0,0,0,1,1,complete,English,1,0,0,1,M,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1
0.73,1.94,18,1,1,0,2,4.5,1,1,complete,1,0,1,0,0,83.2,1,64,1,3,often,0,0,3,1,0,attende,English,0,5,1,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0,2.07,19,0,1,1,0,2,0,0,did not,1,1,1,0,0,75.2,0,,1,1,often,0,0,0,1,0,attende,English,0,3,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,18,0,1,1,0,0,1,0,attended,1,0,0,0,0,72.5,0,18,1,1,rarely,0,1,0.5,1,1,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3.87,3.94,17,0,1,1,3,5,1,1,complete,0,1,1,1,1,82.5,1,70,1,3,often,0,0,3,1,1,complete,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.68,,19,1,1,0,3.75,0,1,1,complete,1,1,1,1,0,86.7,0,59.66667,0,3,rarely,0,1,1,1,1,complete,English,0,6,0,1,F,0,0,1,1,1,1,1,0,0,4.5,1,0,1,1
1.52,2.89,19,0,1,1,1.5,3.5,0,0,did not,1,0,1,0,1,75.3,1,75,0,1,occasion,0,0,0,0,0,did not,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.88,2.8,18,0,1,1,3,4,1,0,graduate,1,1,1,1,1,73.8,1,71,1,1,occasion,0,0,1,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.67,0.14,18,0,1,1,2,1,1,0,graduate,1,1,1,0,0,75,1,65,1,1,often,0,0,0,1,0,graduate,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.25,0,17,0,1,1,0.5,0,1,1,complete,0,0,1,0,0,73.3,0,54,1,1,often,0,0,1,1,0,complete,Other,0,3,0,1,M,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.91,2.44,18,0,1,1,2.5,3.5,1,1,complete,1,1,0,1,1,87,1,75,1,3,rarely,0,1,0,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.94,1.5,18,0,1,1,1.5,2.5,0,0,did not,1,0,0,0,0,80.8,1,61.5,1,3,rarely,0,1,1.5,0,0,did not,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.62,2.25,18,0,1,0,3,4,1,0,graduate,0,0,1,0,1,72.5,1,68,1,1,occasion,0,0,1,0,0,did not,Other,0,5,0,0,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
3.6,3.77,18,1,1,1,3,4,1,1,complete,1,1,0,1,1,85,1,78,1,3,occasion,0,0,3,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
3.25,,18,0,1,1,4.5,0,1,0,attende,1,1,1,1,0,83.3,1,85,1,3,rarely,0,1,1,1,1,complete,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.95,2.41,18,0,1,1,2.5,2.75,0,0,did not,1,1,0,1,1,81,1,61,1,3,occasion,0,0,1,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.29,1.34,18,0,1,0,2.5,3,1,0,attended,0,1,1,0,0,78.2,1,57.5,1,2,usually,0,0,2,1,0,graduate,Other,0,4,1,0,F,0,0,0,0,0,0,1,1,1,4,1,1,1,1
0.25,1.07,20,0,1,1,0.5,1.25,1,0,graduate,0,1,0,0,0,72.3,0,54,0,1,often,0,0,1,1,0,graduate,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.41,2.35,18,0,1,0,2.5,2,1,0,complete,0,0,0,1,1,71.5,0,73,1,1,usually,0,0,2,1,0,graduate,Other,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
1.63,1.8,18,1,1,0,3,2,1,1,complete,1,1,1,1,1,74,0,76,1,1,occasion,0,0,0,0,0,did not,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
1.29,1.59,18,0,1,0,2,2.5,1,0,complete,0,0,1,0,0,73.8,1,77,1,1,occasion,0,0,1,1,0,graduate,Other,0,4,0,1,M,0,0,0,0,0,0,1,1,1,3.5,0,0,0,1
0.81,1.57,18,1,1,0,2,3,0,0,did not,1,1,0,0,0,76.3,1,56.5,1,2,rarely,0,1,1,1,0,graduate,English,0,6,1,0,F,0,0,1,1,1,1,1,0,0,4,1,0,1,1
,,18,0,1,1,,,1,1,complete,1,1,1,0,0,75,1,,1,1,often,0,0,0,1,0,attende,English,0,6,,,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.16,1.43,18,0,1,1,1.5,2.5,1,0,graduate,1,1,1,0,0,72.2,0,43,1,1,rarely,0,1,0,1,0,complete,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.92,3.25,18,0,1,1,3,4,0,0,did not,1,0,0,1,1,82,1,84,1,3,often,0,0,0,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.3,2.46,18,0,1,1,2.5,4,1,1,complete,1,0,0,0,1,79.7,1,61.5,1,2,often,0,0,1,1,0,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.2,0.83,18,0,1,1,0.5,2,1,0,complete,0,1,1,0,0,71.5,0,53,1,1,often,0,0,0.5,0,0,don t kn,Other,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.43,2.04,18,0,1,1,3,3,0,0,did not,1,0,1,1,1,76.3,0,70.5,1,2,occasion,0,0,0,1,0,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.78,1.35,18,0,1,1,1.5,1,1,0,attended,0,0,1,0,0,71.7,0,53,1,1,occasion,0,0,0,1,0,graduate,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1.22,1.9,18,1,1,0,1.5,3.5,1,1,complete,1,1,1,0,1,81.3,0,56,1,3,rarely,0,1,2,1,1,complete,English,0,4,0,0,F,1,0,1,0,0,0,0,0,0,3,0,0,0,1
2.64,3.26,19,0,1,1,4,5,0,0,did not,1,1,1,1,1,75.8,0,74,0,1,occasion,0,0,1.5,1,0,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
3.14,3.12,18,0,1,1,4,4.5,1,1,complete,1,1,1,1,1,77,0,79,0,2,usually,0,0,0,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.71,2.75,18,1,1,1,3.5,2,1,0,graduate,1,0,1,1,1,75.8,1,74,0,1,occasion,0,0,0.5,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.74,1.57,20,0,1,1,1,2.5,1,0,complete,0,0,0,0,1,78.2,0,36,0,2,usually,0,0,0.5,1,0,attende,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.63,2.02,18,0,1,1,2.5,3.5,0,0,don t kn,1,1,0,1,1,71.5,1,54,1,1,often,0,0,0,0,0,don t kn,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.14,0.39,18,0,1,1,2,1,1,0,attended,0,0,1,0,0,77.2,1,,0,2,occasion,0,0,1.5,1,0,graduate,Other,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.77,2.14,18,0,1,0,3.5,3,1,0,graduate,0,1,1,1,1,80.5,1,74,1,2,rarely,0,1,1,1,0,attende,Other,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2.36,1.12,18,0,1,0,2.5,1.5,1,0,graduate,1,0,0,0,1,82.5,1,73,1,3,occasion,0,0,1,1,0,graduate,English,0,4,0,0,M,1,0,1,0,0,0,0,0,0,3.5,0,0,0,1
1.48,1.85,18,0,1,1,2.5,3,1,1,complete,0,0,1,0,1,74,0,54,1,1,often,0,0,2,1,1,complete,Other,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.71,1.39,18,0,1,0,2.5,2.5,1,1,complete,1,1,1,1,1,86.3,1,74,1,3,occasion,0,0,1,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.73,1.89,19,1,1,0,3,3.5,1,1,complete,1,1,0,1,1,77.2,0,75.5,1,2,usually,0,0,0,1,1,complete,English,0,4,0,0,F,0,0,1,1,1,1,1,0,0,4,1,1,1,1
1.53,1.68,18,0,1,0,2.5,3,1,1,complete,0,0,1,1,1,75.5,1,77,0,1,occasion,0,0,2,1,1,complete,Other,0,6,0,0,M,0,0,0,0,0,0,1,1,1,5,1,0,1,1
1.39,,19,1,1,1,2.5,0,1,1,complete,1,0,1,0,0,74,1,75,1,1,often,0,0,2,1,0,complete,English,0,4,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.33,1.4,18,1,1,1,0.5,2,1,1,complete,0,1,0,0,0,75.3,0,51.5,1,1,often,0,0,0,1,1,complete,Other,0,4,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.81,3.01,18,0,1,0,2.5,4.5,1,1,complete,1,1,0,1,1,75.5,0,62,1,1,occasion,0,0,4,0,0,don t kn,English,0,4,0,0,F,0,0,0,0,0,0,1,1,1,4,1,0,1,1
1.04,0.8,18,0,1,0,1.5,2,1,0,graduate,1,1,1,0,0,77.5,1,63,1,2,occasion,0,0,0,1,0,graduate,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,3.5,0,0,0,1
2.4,2.67,19,1,1,1,2.5,2,1,1,complete,0,0,0,0,1,74.8,1,75,0,1,occasion,0,0,1,1,0,complete,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.04,2,18,0,1,1,2.5,1,1,0,complete,0,1,1,1,1,83,1,68,1,3,occasion,0,0,3,0,0,did not,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.33,,18,0,1,1,1,0,1,1,complete,1,0,1,0,0,74.3,1,52.5,0,1,often,0,0,0,1,1,complete,English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.68,1,18,1,1,0,1.5,2.5,1,0,graduate,1,0,0,0,0,86.5,0,62,1,3,usually,0,0,3,1,0,complete,English,0,4,1,0,M,0,0,0,0,0,0,1,1,1,4,0,1,1,1
3.1,2.73,19,0,1,0,2,3.5,0,0,did not,1,0,0,1,1,82.5,1,,1,3,often,0,0,2,1,0,complete,English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.53,2.09,18,1,1,1,3,3,0,0,did not,0,1,1,1,1,73,1,57,1,1,never,1,0,0,0,0,did not,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.24,1.36,19,0,1,1,2.5,2.5,1,0,graduate,0,0,1,0,0,72.3,1,81,1,1,occasion,0,0,0,1,0,graduate,Other,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.5,1,19,0,1,1,1,3.5,1,1,complete,0,0,1,0,0,76.7,1,54,1,2,rarely,0,1,2,1,1,complete,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.61,,18,0,1,0,7.5,0,1,0,graduate,0,1,1,1,0,84.5,0,81.5,0,3,occasion,0,0,2,1,0,graduate,Other,0,5,0,1,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
0.8,2.05,18,0,1,1,1,3,1,0,attended,1,0,0,0,1,74.5,1,53,1,1,often,0,0,0,1,1,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
1.22,1.89,19,0,1,0,1.5,3,1,1,complete,1,0,1,0,1,73.3,0,71,1,1,rarely,0,1,1,1,1,complete,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
1.29,0,18,1,1,0,2,0,1,0,complete,1,0,1,0,0,74,0,71.5,1,1,often,0,0,1,1,0,complete,English,0,6,1,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
1.18,2.85,19,1,1,1,2,1,1,0,complete,1,0,1,0,1,80,1,70,1,2,occasion,0,0,1,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.86,2.33,18,0,1,0,3,3.5,1,0,graduate,1,1,1,1,1,82.7,0,57,1,3,often,0,0,1,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.52,3.09,18,0,1,0,2,3,1,0,complete,1,1,1,0,1,84.4,1,82,1,3,occasion,0,0,1,1,1,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,3,0,0,0,1
,,18,0,1,1,0.5,0,1,0,graduate,1,1,1,0,0,74.2,0,67,1,1,often,0,0,0,1,1,complete,English,0,3,0,1,F,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
2.6,1.52,18,1,1,1,2,2.5,1,0,graduate,1,1,1,0,1,71.8,0,75,1,1,usually,0,0,0,1,0,complete,English,0,3,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.59,2.08,18,1,1,1,2.5,2,1,1,complete,0,1,1,1,1,80.8,1,60,1,3,occasion,0,0,0.5,1,0,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.1,0,18,0,1,1,2,0,1,1,complete,1,0,1,1,0,75.7,1,,1,1,occasion,0,0,1,1,0,graduate,English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.57,2.27,18,0,1,1,1.5,3.5,1,1,complete,1,1,1,0,0,77.5,0,52,0,2,rarely,0,1,2,1,0,attended,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.38,2.36,18,0,1,0,3,4,1,0,graduate,1,1,1,1,1,80.3,1,64,1,2,rarely,0,1,0,1,0,graduate,English,0,6,0,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,1
2.68,3.08,18,0,1,1,2.5,3.5,1,1,complete,1,1,1,1,1,80.3,0,70,1,2,occasion,0,0,0,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.12,3.3,19,1,1,1,3,4.5,1,0,graduate,1,0,1,1,1,74,1,81,1,1,usually,0,0,1,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.19,0.14,19,0,1,1,1.5,0.5,1,1,complete,1,1,1,0,0,72.8,0,76.5,1,1,often,0,0,1,1,1,complete,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.79,2.74,18,1,1,1,3,3.5,0,0,did not,0,1,1,1,1,80,0,74,1,2,often,0,0,1,0,0,did not,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.26,2.34,18,0,1,1,3,3,1,0,graduate,1,1,1,0,1,72.7,0,62.5,1,1,usually,0,0,1,1,1,complete,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.66,2.57,18,1,1,1,3,1.5,1,1,complete,1,0,1,1,1,82.3,0,73,1,3,often,0,0,1,1,0,graduate,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.8,1.55,18,0,1,1,1,2.5,0,0,did not,1,1,1,0,0,71.5,0,,1,1,rarely,0,1,0,1,0,graduate,English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,18,0,1,1,,,1,1,complete,0,0,1,0,0,86.3,1,,0,3,occasion,0,0,0,1,1,complete,Other,1,0,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.91,3.61,18,1,1,1,2,3,1,1,complete,1,1,0,0,1,82.7,1,,1,3,never,1,0,0,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.93,1.63,18,0,1,1,2.5,3,1,0,complete,1,1,1,1,1,76.3,1,60,1,2,occasion,0,0,0,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,0.29,19,1,1,1,0,0.5,1,1,complete,1,1,1,0,0,71.8,1,29,1,1,occasion,0,0,0,0,0,did not,English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
2.08,1.7,19,1,1,1,1.5,2,1,1,complete,0,1,0,0,1,77,1,57,1,2,often,0,0,1,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.48,1.85,18,0,1,1,3.5,3.5,1,0,graduate,1,0,1,1,1,83,0,77.5,1,3,often,0,0,1.5,0,0,did not,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
,,18,0,1,0,,,0,0,don t kn,1,1,1,0,0,79.3,1,,1,2,rarely,0,1,0,0,0,don t kn,English,0,6,,,F,0,0,1,1,1,1,1,0,0,1.5,0,0,0,1
1.17,2.05,19,0,1,1,1.5,3.5,1,0,attende,1,0,0,0,1,79.2,1,,1,2,often,0,0,0.5,1,0,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.97,,18,0,1,1,2,0.5,1,1,complete,1,1,1,0,1,76.5,1,54,1,2,often,0,0,4,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.86,2.57,18,0,1,1,3,5,1,0,graduate,1,1,1,1,1,81.5,0,67,1,3,usually,0,0,3,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.22,2.3,18,1,1,1,3,3.5,1,0,complete,1,0,1,1,1,84.7,0,85,1,3,usually,0,0,3,1,0,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.67,0.9,19,0,1,1,1.5,1,1,1,complete,1,1,0,0,0,73.3,0,57,1,1,rarely,0,1,0,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.4,2.64,18,0,1,1,2.5,4,1,0,graduate,1,1,1,1,1,74.8,1,68,1,1,often,0,0,1,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.38,1.36,18,0,1,0,3.5,5,0,0,did not,0,0,1,0,0,79.8,1,57.5,1,2,occasion,0,0,3.5,1,1,complete,Other,0,5,1,0,M,0,0,0,0,0,0,1,1,1,5,1,1,1,1
2.17,1.26,18,0,1,0,3.5,1.5,1,0,complete,1,0,0,1,1,80.3,1,73,1,2,occasion,0,0,1,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,1,0,1,1
1.4,1.07,19,0,1,1,2,1.5,0,0,did not,0,1,1,0,0,77.8,1,63,0,2,often,0,0,0.5,0,0,did not,Other,0,4,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.35,,18,1,1,0,2.5,0,1,0,complete,1,1,0,0,0,77.8,1,63,1,2,often,0,0,0,1,0,graduate,English,0,4,1,1,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.32,1.88,19,0,1,1,4,2,1,1,complete,0,0,1,0,1,76.2,1,60.33333,1,1,often,0,0,1.5,1,1,complete,Other,0,6,1,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.23,,18,0,1,1,2,0,0,0,did not,1,0,1,0,0,75.2,0,67.5,1,1,usually,0,0,0,1,0,attended,English,0,5,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.47,2.74,18,1,1,1,3,4.25,1,0,graduate,1,1,1,1,1,83.3,1,75,1,3,occasion,0,0,0,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.2,0.85,18,1,1,1,0.5,1.5,1,0,attended,0,0,0,0,0,74.8,0,43,1,1,rarely,0,1,1,1,0,attended,Other,0,4,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.85,,19,0,1,0,2.5,0,1,1,complete,1,0,1,1,1,78.3,0,75,0,2,occasion,0,0,2,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
0.5,,19,0,1,0,0.5,0,1,0,complete,1,0,0,0,0,79,0,65.5,1,2,often,0,0,3,1,0,complete,English,0,4,1,1,M,1,0,1,0,0,0,0,0,0,4,0,0,0,1
1.9,2.3,18,0,1,1,3,4,1,1,complete,0,1,1,0,1,75,0,65.33334,0,1,usually,0,0,0,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.65,2.46,18,0,1,1,2,4,1,1,complete,1,1,1,1,1,76.3,1,57,1,2,occasion,0,0,2,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.84,1.84,18,0,1,0,3,1.5,1,1,complete,1,0,1,1,1,81.5,0,73,1,3,usually,0,0,2,1,0,complete,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
