GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
1.27,2.38,18,1,1,0,3,3,0,0,don t kn,1,1,1,0,1,79.3,1,71.5,1,2,rarely,0,1,0,1,0,graduate,English,0,5,1,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.97,0.74,18,0,1,0,3,2.5,1,1,complete,1,0,1,1,0,79.7,0,67,0,2,occasion,0,0,4,1,0,complete,English,0,5,0,1,M,0,0,1,1,1,1,1,0,0,5,1,1,1,1
1.64,1.35,18,0,1,1,3,2,0,0,don t kn,1,0,1,1,1,74.3,1,77,1,1,often,0,0,0,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.38,2.11,18,0,1,0,4,3.5,1,1,complete,1,0,1,1,1,72.8,0,66.33334,0,1,occasion,0,0,3.5,1,0,attended,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,1
,,18,0,1,1,,,0,0,don t kn,0,1,0,0,0,81.2,0,,0,3,rarely,0,1,0,1,0,complete,Other,1,0,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.68,1.76,18,0,1,1,0.75,2.75,1,1,complete,1,1,0,0,0,74.5,0,70,1,1,rarely,0,1,0,1,0,complete,English,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.47,2.6,18,0,1,0,2.5,3.5,1,1,complete,1,0,1,0,1,75.5,1,53,0,1,rarely,0,1,0,1,1,complete,English,0,5,1,0,M,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
1.01,1.38,18,0,1,1,2.5,3,0,0,don t kn,0,0,1,0,0,75.5,0,58,1,1,occasion,0,0,1.5,0,0,don t kn,Other,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.64,2.33,18,0,1,1,2.5,2.5,1,1,complete,0,0,1,0,1,79.5,0,80,1,2,occasion,0,0,0.5,1,1,complete,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.6,1.34,18,0,1,1,1,2,0,0,don t kn,1,1,1,0,0,76.8,0,54,1,2,occasion,0,0,0,0,0,don t kn,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1.7,2.23,18,0,1,1,2,3.5,1,0,graduate,1,1,1,1,1,84.8,1,,1,3,occasion,0,0,2,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.29,1.58,18,1,1,1,2.5,1.5,1,1,complete,1,1,1,1,1,84.8,1,77,1,3,rarely,0,1,0,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.98,3.62,18,1,1,1,3.5,3.5,1,1,complete,1,0,1,1,1,79.7,1,74.33334,1,2,rarely,0,1,0,1,1,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.3,2.6,18,0,1,0,2.5,2,0,0,don t kn,1,0,0,0,1,79.3,1,70,1,2,occasion,0,0,0.5,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
3.41,2.68,18,0,1,0,3,3,1,1,complete,1,1,1,1,1,84.3,1,80.5,0,3,rarely,0,1,0,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
3.48,3.43,18,0,1,0,4,3.5,1,1,complete,0,1,1,1,1,86.5,1,80.5,0,3,occasion,0,0,0,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
0.54,,18,0,1,0,1,0,0,0,don t kn,0,1,1,0,0,77.3,1,63,0,2,occasion,0,0,0,1,1,complete,Other,0,5,0,1,F,0,0,1,1,1,1,1,0,0,2.5,0,0,0,1
0.96,2.04,18,0,1,0,2,2.5,1,0,graduate,1,0,1,0,1,81.7,1,62,1,3,usually,0,0,0,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
1.39,1,18,0,1,1,3,2.5,1,0,complete,1,1,1,0,0,74.2,0,64,1,1,rarely,0,1,0,1,0,attende,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.16,3.17,18,0,1,1,2.5,4,1,0,attende,1,1,1,1,1,86.5,0,80,1,3,occasion,0,0,0,1,0,attende,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.59,2.7,17,0,1,1,4,5,1,1,complete,0,1,1,1,1,80.8,1,85.5,0,3,often,0,0,0,1,1,complete,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,6,0,0,0,1
2.59,1.84,19,1,1,0,2.5,4.5,1,1,complete,0,0,1,1,1,74.3,1,73,1,1,occasion,0,0,1,1,1,complete,Other,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.68,3.14,18,0,1,1,2.5,3.5,1,0,graduate,1,0,0,1,1,84.5,1,59,1,3,rarely,0,1,3,1,0,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.6,2.34,19,0,1,1,3.5,4.5,1,1,complete,1,0,1,1,1,76,0,67.33334,1,1,rarely,0,1,2,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.11,1.64,18,0,1,1,3.5,3.5,1,0,graduate,1,1,1,1,1,82.7,1,76,1,3,rarely,0,1,2.5,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.14,,18,0,1,1,0.5,0,1,1,complete,1,0,1,0,0,75.3,1,45,1,1,usually,0,0,0,1,1,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.12,1.29,18,0,1,1,0.5,2,1,0,attended,0,1,1,0,0,74.7,1,50,1,1,rarely,0,1,1.5,1,0,graduate,Other,0,3,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.08,2.66,18,0,1,1,4,2.5,1,0,attende,1,1,1,1,1,79,1,74,1,2,usually,0,0,0,1,0,attende,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2,2.1,18,0,1,1,2,2,1,0,graduate,1,1,1,1,1,80.3,0,,1,2,rarely,0,1,1,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.85,1.99,17,0,1,1,2,2,0,0,did not,0,1,1,0,1,77.3,1,51,1,2,often,0,0,1.5,1,0,graduate,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,1.65,19,1,1,1,1,1.5,0,0,don t kn,1,0,0,0,0,75,1,56.5,1,1,often,0,0,0.5,0,0,don t kn,English,0,3,0,0,M,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.76,,18,0,1,1,1.5,0,0,0,did not,0,1,1,0,0,73.2,0,51.5,1,1,often,0,0,1.5,0,0,did not,Other,0,6,1,1,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.67,0.43,18,0,1,0,1,0.5,1,0,complete,1,0,0,0,0,73.8,0,,1,1,occasion,0,0,3,1,0,complete,English,0,4,0,1,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
2.04,3.06,19,0,1,0,3,3.5,0,0,did not,1,1,1,1,1,77.8,1,65,1,2,occasion,0,0,0,1,0,graduate,English,0,6,0,0,F,0,0,1,1,1,1,1,0,0,4,1,1,1,1
1.64,,18,1,1,1,4.5,0,0,0,don t kn,0,0,1,1,0,78.7,1,51,1,2,usually,0,0,0,0,0,don t kn,Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.88,1.63,19,0,1,1,1.5,2.5,1,0,graduate,1,1,1,0,0,78.5,0,48,1,2,never,1,0,1.5,1,0,graduate,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.99,1.96,19,1,1,0,2.5,3,0,0,don t kn,1,0,1,1,1,80,1,75,1,2,never,1,0,0,1,1,complete,English,0,5,0,0,M,0,0,1,1,1,1,1,0,0,4,1,0,1,1
0.38,,19,0,1,0,1,0,1,1,complete,1,0,0,0,0,75.2,0,52.5,0,1,rarely,0,1,1.5,1,1,complete,English,0,4,1,1,M,0,0,0,0,0,0,1,1,1,4,1,0,1,1
2.23,2.46,18,0,1,1,3.5,3.25,1,0,graduate,1,1,1,1,1,79.3,1,71,1,2,often,0,0,0.5,0,0,did not,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.85,2.52,18,1,1,1,1.5,2,1,0,complete,0,0,0,0,0,71.7,0,,1,1,rarely,0,1,1,1,0,complete,Other,0,4,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.66,2.97,19,0,1,0,3,3,1,0,complete,0,1,1,1,1,72.8,1,70.5,1,1,rarely,0,1,1,1,0,attende,Other,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
,,18,0,1,1,,,1,0,graduate,1,1,0,0,0,75.2,0,,1,1,rarely,0,1,0,1,0,graduate,English,1,0,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.85,2.39,18,0,1,0,3.5,2,1,0,complete,1,1,1,1,1,77.7,0,61.66667,1,2,usually,0,0,1.5,0,0,did not,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
0.87,1.53,18,0,1,1,2,4,1,0,graduate,1,1,1,0,0,76,1,57,1,1,occasion,0,0,1,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
3.01,3.13,18,1,1,0,3.5,2.5,1,1,complete,1,0,1,0,1,73.8,1,69.33334,1,1,rarely,0,1,0.5,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
3.28,3.57,19,1,1,0,2.5,4.5,1,1,complete,1,0,0,1,1,74,1,80,1,1,rarely,0,1,0,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
0.72,1.66,18,0,1,1,1.5,1.5,1,0,complete,0,0,1,0,0,74,1,57,0,1,rarely,0,1,0,1,0,complete,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.88,,18,0,1,1,1,0,1,1,complete,0,0,1,0,0,79,0,55,0,2,occasion,0,0,1,1,0,graduate,Other,0,6,0,1,M,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
1.18,2.09,18,1,1,1,1.5,4,0,0,did not,1,1,0,0,1,76.7,0,60,1,2,usually,0,0,1,0,0,did not,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.09,,18,1,1,1,2.5,0,1,0,graduate,0,1,1,0,0,83,1,60,1,3,usually,0,0,0,1,0,complete,Other,0,4,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.61,1.4,18,1,1,1,3,1.5,1,0,graduate,0,1,1,1,1,85.3,1,50,1,3,often,0,0,0,1,0,graduate,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.17,0.39,18,0,1,1,0.5,1,0,0,don t kn,1,1,1,0,0,74.2,0,53,1,1,usually,0,0,1,1,0,complete,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.13,2.18,18,1,1,0,3.5,3.5,0,0,don t kn,1,1,1,1,1,79.7,1,73,1,2,rarely,0,1,3,0,0,don t kn,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,1
,,18,0,1,1,,,1,1,complete,1,0,1,0,0,75.8,1,,1,1,occasion,0,0,0,1,1,complete,English,1,0,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.38,2.21,17,1,1,1,3,3,1,1,complete,1,1,1,0,1,78.7,1,68.5,1,2,rarely,0,1,0,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.35,1.82,18,0,1,1,3,3,1,1,complete,1,1,1,0,1,71.3,1,64,1,1,usually,0,0,0,1,0,complete,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
,,18,0,1,1,,,1,1,complete,1,0,1,,,79.5,0,,1,2,occasion,0,0,0,1,1,complete,English,1,0,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,,18,0,1,1,3,0,1,1,complete,1,0,1,0,0,73.2,1,51.2,1,1,often,0,0,0,1,0,complete,English,0,6,1,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.92,,18,0,1,0,2.5,0,1,1,complete,1,1,0,0,0,76,1,53,1,1,never,1,0,2,0,0,did not,English,0,5,1,1,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
2.5,2.16,18,0,1,1,2.5,5,0,0,did not,1,1,1,1,1,76.7,1,65,1,2,usually,0,0,3,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.62,,18,0,1,0,3,0,1,0,complete,1,0,1,1,0,73,0,77.5,1,1,rarely,0,1,0,1,1,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
0.22,0.39,18,0,1,1,0.5,1.5,1,1,complete,0,1,1,0,0,73,0,59,1,1,often,0,0,0,1,0,attended,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0,,19,1,1,1,0,0,0,0,did not,0,1,1,0,0,71.8,0,0,1,1,occasion,0,0,0,0,0,did not,Other,0,6,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.3,2.63,18,1,1,1,2,3,1,1,complete,0,1,1,0,1,75,1,56,1,1,rarely,0,1,1.5,1,0,graduate,Other,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.23,3.33,18,0,1,0,1.5,3,1,1,complete,1,0,1,0,1,72.7,0,,1,1,occasion,0,0,0,1,0,graduate,English,0,3,0,0,M,1,0,1,0,0,0,0,0,0,3,0,0,0,1
1.38,,18,1,1,0,2,0,1,1,complete,1,1,1,0,0,81.2,1,56,0,3,occasion,0,0,2,1,0,complete,English,0,5,1,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.29,,19,0,1,1,0.5,0,1,1,complete,0,1,1,0,0,82.8,1,45,0,3,often,0,0,1.5,1,1,complete,Other,0,5,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.9,2.15,19,0,1,1,3,3,1,1,complete,1,1,1,1,1,72.8,1,71,1,1,occasion,0,0,0,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.27,1.94,18,1,1,0,2,2.5,1,1,complete,1,1,1,0,1,72.5,1,39,1,1,rarely,0,1,1.5,1,1,complete,English,0,5,1,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,1
1.93,,18,0,1,1,2.5,0,1,0,complete,1,0,1,1,0,74.7,1,80,1,1,often,0,0,0,1,1,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.72,1.97,18,0,1,1,2.5,4.5,1,1,complete,1,1,1,1,1,72.3,0,60,1,1,occasion,0,0,2,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.3,1.34,19,1,1,1,1,1.5,1,1,complete,1,1,0,0,0,74.5,1,,1,1,usually,0,0,1,1,1,complete,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.11,1.95,19,1,1,1,3,3.5,1,0,graduate,1,1,1,1,1,74.3,0,61.5,1,1,occasion,0,0,0.5,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.12,2.23,19,0,1,1,3,4,1,1,complete,1,1,1,0,1,75,0,62.5,1,1,often,0,0,0,1,1,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.6,2.47,18,0,1,1,2.5,3.5,1,1,complete,1,1,0,1,1,86.3,1,61,0,3,occasion,0,0,3,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1,2.83,18,0,1,0,2.5,4.5,1,1,complete,0,0,1,0,1,82.7,0,56,1,3,usually,0,0,4,1,0,complete,Other,0,5,1,0,M,0,0,0,0,0,0,1,1,1,5,0,1,1,1
3.06,2.66,18,1,1,1,3,3,0,0,did not,0,0,1,1,1,83,1,76,1,3,usually,0,0,1,0,0,don t kn,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.28,2.13,19,0,1,1,2,3,1,1,complete,1,1,0,0,1,75.5,1,64,1,1,occasion,0,0,2,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.27,3.52,18,1,1,0,3.5,5,1,1,complete,0,1,1,1,1,87.3,1,68,1,3,usually,0,0,3,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,1,1,1,5,0,1,1,1
3,2.41,18,1,1,1,2.5,4.5,1,1,complete,1,1,1,1,1,82,1,,1,3,rarely,0,1,4,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.36,2.4,18,0,1,0,2.5,3.5,0,0,did not,1,1,1,1,1,79.7,1,60,1,2,occasion,0,0,0,0,0,did not,English,0,5,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
2.61,2.43,18,1,1,1,2,3.5,1,0,graduate,1,0,1,0,1,79.8,1,,1,2,occasion,0,0,2,1,0,graduate,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.71,2.55,18,0,1,1,3,2.5,1,1,complete,1,1,1,1,1,78,1,52,1,2,often,0,0,0,1,0,attended,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
,,19,0,1,0,,,1,1,complete,1,0,1,0,0,72.8,0,,0,1,usually,0,0,0,1,1,complete,English,1,0,,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.8,2.14,19,0,1,1,2.5,3.5,1,0,complete,1,0,1,1,1,83.8,0,72,1,3,usually,0,0,3,1,0,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,0,18,1,1,1,0,0,1,0,graduate,0,1,1,0,0,72,0,39,1,1,occasion,0,0,1,1,0,graduate,Other,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.34,2.48,20,0,1,1,2.5,4,1,1,complete,0,1,1,1,1,77,1,58,0,2,often,0,0,1,1,0,graduate,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.93,2.57,18,0,1,1,3,3,1,1,complete,1,0,1,1,1,74.2,1,74,0,1,occasion,0,0,0,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.68,2.81,18,0,1,0,2,4,1,0,graduate,1,1,0,1,1,74.2,0,,1,1,occasion,0,0,0,1,0,complete,English,0,4,0,0,F,0,0,1,1,1,1,1,0,0,4,1,0,1,1
1.25,,19,0,1,1,2.5,0,0,0,did not,0,1,1,0,0,84.5,0,55,1,3,often,0,0,0,0,0,did not,Other,0,6,1,1,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.33,1.67,18,1,1,0,3,3,1,0,graduate,1,1,1,1,1,78.8,0,68,1,2,rarely,0,1,2,1,0,graduate,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,1
0.47,,18,0,1,1,1,0,0,0,don t kn,1,1,1,0,0,74.5,1,50,1,1,occasion,0,0,3,1,0,complete,English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.09,,19,1,1,0,2,0,1,1,complete,0,1,1,0,0,80.2,0,57,1,2,rarely,0,1,2,1,1,complete,Other,0,4,1,1,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
0,0,19,1,1,0,0,0,1,1,complete,1,1,0,0,0,73.3,1,0,1,1,often,0,0,0,1,0,graduate,English,0,6,0,1,F,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3.1,2.73,20,0,1,0,2.5,3.5,0,0,don t kn,1,0,1,1,1,77.7,1,80,1,2,rarely,0,1,0,1,0,complete,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.04,2.13,18,1,1,0,2.5,1.5,0,0,did not,0,1,1,0,1,74.5,1,68,1,1,occasion,0,0,1,0,0,did not,Other,0,4,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
2.7,1.5,19,0,1,1,0.5,1,1,0,graduate,1,1,0,0,0,76.2,1,,1,1,rarely,0,1,0.5,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1
2.21,1.86,18,1,1,1,2,3,1,0,graduate,1,1,1,0,1,84.4,1,70,1,3,occasion,0,0,2,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
3.16,3.5,18,0,1,1,2.5,3,0,0,did not,0,0,1,1,1,81.2,1,85,1,3,occasion,0,0,1,0,0,did not,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.02,2.19,18,1,1,0,2.5,3,1,0,graduate,1,0,1,1,1,81.7,1,70,0,3,occasion,0,0,0,1,0,attended,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.62,2.78,18,1,1,1,3.5,3.5,0,0,don t kn,1,1,1,1,1,86.7,0,65,1,3,never,1,0,3,0,0,don t kn,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.43,2.72,19,0,1,0,1.75,4,1,1,complete,1,0,1,0,1,76.3,1,70,0,2,rarely,0,1,1.5,1,0,attended,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.08,1.23,18,1,1,1,2.5,2,1,0,complete,1,1,1,0,0,76,1,,1,1,occasion,0,0,1,1,0,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.4,3.2,18,0,1,0,2,3,1,0,complete,1,0,0,0,1,82.7,0,67,1,3,often,0,0,1,1,0,complete,English,0,6,1,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
0.97,1.49,19,1,1,0,2.5,3,1,1,complete,0,1,1,0,0,72.5,1,55,1,1,occasion,0,0,0.5,1,1,complete,Other,0,5,1,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
3.64,3.46,18,1,1,0,2.5,4,1,1,complete,1,1,1,1,1,76,1,90,1,1,rarely,0,1,0,1,0,graduate,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.75,1.12,19,0,1,0,2,1.5,0,0,did not,0,1,1,0,0,77.2,1,51,0,2,often,0,0,1,0,0,did not,Other,0,6,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.71,1.95,18,0,1,1,2,5,1,0,attended,0,1,1,0,1,72.3,1,55,0,1,occasion,0,0,0.5,1,1,complete,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.11,2.36,18,0,1,1,2,2,1,0,graduate,1,1,1,0,1,77.2,0,65,1,2,usually,0,0,0,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.9,2.21,18,0,1,0,3,4,1,1,complete,0,1,1,1,1,77,1,70,0,2,occasion,0,0,1.5,1,0,complete,Other,0,4,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,1,1,1
1.91,2.14,19,0,1,1,3,6.75,1,0,graduate,1,1,1,1,1,71.7,0,62,0,1,occasion,0,0,2,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.6,2.39,18,1,1,0,2.5,3,0,0,don t kn,1,1,1,0,1,78.8,1,69,1,2,usually,0,0,0,1,1,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.8,1.05,18,1,1,0,1.5,3.5,1,0,graduate,1,0,0,0,0,75.2,0,,1,1,rarely,0,1,0,1,0,graduate,English,0,3,0,1,M,1,0,1,0,0,0,0,0,0,3,0,0,0,1
1.62,1.3,19,0,1,1,2,0.5,1,1,complete,0,1,0,0,1,75.8,0,53.5,0,1,occasion,0,0,0,1,1,complete,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.14,2.17,18,1,1,1,2,2.5,0,0,did not,1,1,1,0,1,82.8,0,54,1,3,usually,0,0,2,0,0,did not,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.9,2.3,18,0,1,1,3,4,1,1,complete,0,1,1,1,1,85.7,1,65,1,3,often,0,0,3,0,0,don t kn,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.94,2.05,18,1,1,1,2.5,2,1,1,complete,1,0,0,0,1,71.5,1,77,1,1,often,0,0,1,1,0,attended,English,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.61,3.41,18,1,1,1,4,5,1,1,complete,0,0,1,1,1,80.2,0,71.66666,1,2,rarely,0,1,1,1,1,complete,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.64,2.81,18,0,1,0,2.5,3.5,1,1,complete,1,1,0,1,1,76.2,1,67,1,1,occasion,0,0,1,1,1,complete,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,1,1,1,1
1.52,,18,0,1,1,2,0,1,0,complete,1,1,1,0,0,84,0,57.5,1,3,occasion,0,0,0,1,0,attende,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,19,0,1,0,,,1,0,complete,1,1,1,0,0,74,0,,0,1,rarely,0,1,1.5,0,0,did not,English,0,5,,,F,0,0,1,0,1,0,0,0,0,4.5,0,0,0,1
1.5,1.61,18,0,1,1,2.5,3,0,0,did not,1,0,1,0,1,73.3,0,60,1,1,occasion,0,0,0,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.05,1.79,18,0,1,1,3,3.5,1,0,complete,1,1,0,1,1,86.5,1,76.5,1,3,occasion,0,0,1,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.83,3.08,18,1,1,0,4.5,4.5,1,1,complete,1,1,1,1,1,80.5,1,73.5,1,2,often,0,0,0,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
0.5,1.65,18,1,1,1,1,2,1,0,complete,1,1,0,0,0,76.8,0,,1,2,often,0,0,1,0,0,did not,English,0,4,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.76,0.87,18,0,1,1,3,2.5,1,0,complete,0,1,1,1,0,73.5,0,68,1,1,rarely,0,1,0,1,0,attende,Other,0,5,0,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.06,2.9,18,0,1,1,3.5,4.5,0,0,don t kn,1,0,1,1,1,78.7,0,73.5,1,2,usually,0,0,0,0,0,don t kn,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
